,Date,Price,Open,High,Low,Vol.,Change
325,02/15/2022,4464.5,4393.5,4468.0,4381.75,1.52M,+1.60%
326,02/14/2022,4394.0,4411.75,4428.0,4354.0,2.10M,-0.35%
327,02/11/2022,4409.5,4494.5,4520.5,4393.25,2.48M,-1.96%
328,02/10/2022,4497.5,4582.25,4583.75,4476.0,2.40M,-1.75%
329,02/09/2022,4577.75,4519.0,4585.0,4517.25,1.38M,+1.45%
330,02/08/2022,4512.5,4484.0,4523.75,4456.25,1.46M,+0.82%
331,02/07/2022,4475.75,4497.0,4514.5,4462.75,1.50M,-0.37%
332,02/04/2022,4492.5,4518.0,4532.5,4438.5,1.96M,+0.53%
333,02/03/2022,4469.0,4545.75,4548.25,4462.0,1.80M,-2.36%
334,02/02/2022,4577.25,4552.0,4586.0,4535.25,1.62M,+0.93%
335,02/01/2022,4535.0,4493.25,4554.75,4474.0,1.62M,+0.68%
336,01/31/2022,4504.25,4423.5,4507.75,4395.5,1.85M,+1.83%
337,01/28/2022,4423.25,4348.0,4426.0,4266.25,2.25M,+2.44%
338,01/27/2022,4317.75,4345.25,4422.0,4263.25,2.30M,-0.55%
339,01/26/2022,4341.5,4308.75,4446.25,4294.25,2.42M,-0.17%
340,01/25/2022,4349.0,4402.75,4406.75,4276.5,2.48M,-1.24%
341,01/24/2022,4403.75,4389.0,4427.5,4212.75,3.85M,+0.31%
342,01/21/2022,4390.0,4454.25,4487.0,4381.25,3.01M,-1.89%
343,01/20/2022,4474.75,4526.0,4594.25,4437.75,2.04M,-1.09%
344,01/19/2022,4524.25,4577.75,4603.0,4517.25,2.00M,-1.03%
345,01/18/2022,4571.25,4666.0,4671.75,4560.0,2.27M,-1.84%
346,01/17/2022,4657.0,4660.75,4666.0,4648.75,171.78K,+0.01%
